customer_city,marital_status,gender,num_children_at_home,income,age,store_type,highOrLow,education,member_card,occupation,homeowner
Tacoma,M,F,1,40000,74,Deluxe Supermarket,1,High School Degree,Bronze,Skilled Manual,Y
Renton,S,F,0,100000,39,No Store,0,Partial High School,Bronze,Professional,Y
Tacoma,M,F,1,40000,34,Deluxe Supermarket,1,High School Degree,Bronze,Skilled Manual,N
Tacoma,S,F,0,80000,49,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Renton,M,M,2,140000,75,No Store,0,Graduate Degree,Bronze,Professional,Y
Spokane,M,M,3,20000,31,Supermarket,1,Partial High School,Bronze,Skilled Manual,Y
Seattle,S,F,0,20000,50,Supermarket,0,Partial High School,Normal,Manual,Y
Marysville,S,F,0,40000,54,No Store,0,High School Degree,Bronze,Manual,Y
Walla Walla,S,M,0,40000,69,Small Grocery,0,Partial High School,Bronze,Skilled Manual,N
Everett,M,F,0,120000,65,No Store,0,High School Degree,Bronze,Professional,Y
Walla Walla,M,F,0,150000,67,Small Grocery,0,High School Degree,Golden,Professional,N
Edmonds,S,M,0,120000,20,No Store,0,High School Degree,Bronze,Professional,Y
Ballard,M,F,1,60000,58,No Store,0,Bachelors Degree,Normal,Professional,Y
Everett,S,M,0,40000,57,No Store,0,Partial College,Bronze,Skilled Manual,Y
Anacortes,S,F,0,60000,23,No Store,0,Bachelors Degree,Bronze,Professional,Y
Olympia,S,F,0,40000,45,No Store,0,High School Degree,Silver,Manual,Y
Kirkland,M,F,3,40000,34,No Store,0,High School Degree,Golden,Skilled Manual,Y
Redmond,M,M,3,40000,69,No Store,0,Partial High School,Golden,Skilled Manual,Y
Bremerton,S,F,0,40000,42,Supermarket,0,High School Degree,Bronze,Skilled Manual,N
Spokane,S,M,0,40000,74,Supermarket,1,Partial College,Bronze,Management,N
Burien,S,M,0,100000,29,No Store,0,High School Degree,Golden,Professional,Y
Sedro Woolley,M,F,3,40000,44,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Walla Walla,M,F,4,20000,51,Small Grocery,0,Partial High School,Normal,Manual,Y
Yakima,M,M,2,40000,79,Mid-Size Grocery,0,Partial College,Bronze,Skilled Manual,N
Edmonds,M,M,1,60000,36,No Store,0,Partial College,Bronze,Professional,Y
Issaquah,S,F,0,80000,66,No Store,0,Bachelors Degree,Bronze,Professional,N
Renton,S,F,0,100000,29,No Store,0,High School Degree,Bronze,Management,Y
Tacoma,M,M,5,120000,51,Deluxe Supermarket,0,Bachelors Degree,Silver,Professional,N
Spokane,S,F,0,20000,86,Supermarket,1,Partial High School,Normal,Skilled Manual,Y
Port Orchard,S,F,0,120000,47,No Store,0,Graduate Degree,Bronze,Professional,Y
Lynnwood,M,M,1,80000,67,No Store,0,High School Degree,Silver,Professional,Y
Marysville,S,F,0,60000,28,No Store,0,Bachelors Degree,Bronze,Professional,Y
Kirkland,S,M,0,40000,37,No Store,0,High School Degree,Bronze,Manual,N
Tacoma,S,F,0,20000,30,Deluxe Supermarket,0,Partial High School,Normal,Skilled Manual,N
Seattle,M,F,0,20000,81,Supermarket,0,Partial High School,Normal,Manual,Y
Lynnwood,S,M,0,40000,33,No Store,0,Partial College,Bronze,Skilled Manual,Y
Everett,S,M,0,40000,84,No Store,0,High School Degree,Bronze,Manual,N
Tacoma,M,F,2,120000,24,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Renton,M,M,4,80000,30,No Store,0,Bachelors Degree,Golden,Professional,Y
Ballard,S,M,0,40000,45,No Store,0,High School Degree,Bronze,Skilled Manual,N
Sedro Woolley,M,F,2,40000,59,No Store,0,High School Degree,Bronze,Manual,Y
Walla Walla,S,F,0,140000,22,Small Grocery,0,High School Degree,Bronze,Management,N
Port Orchard,M,M,0,80000,85,No Store,1,Bachelors Degree,Bronze,Professional,Y
Bellingham,M,M,4,20000,72,Small Grocery,0,Partial High School,Normal,Manual,Y
Marysville,S,F,0,80000,69,No Store,0,Bachelors Degree,Bronze,Professional,N
Yakima,M,F,2,60000,67,Mid-Size Grocery,0,Bachelors Degree,Golden,Professional,N
Anacortes,S,M,0,80000,43,No Store,0,Bachelors Degree,Bronze,Professional,N
Anacortes,S,M,0,40000,88,No Store,0,Partial High School,Bronze,Manual,N
Kirkland,M,M,0,40000,34,No Store,0,High School Degree,Bronze,Manual,Y
Kirkland,M,F,1,80000,39,No Store,0,Bachelors Degree,Bronze,Professional,N
Edmonds,S,M,0,60000,49,No Store,0,Bachelors Degree,Bronze,Professional,N
Ballard,S,M,0,40000,62,No Store,0,High School Degree,Bronze,Manual,N
Bremerton,M,M,1,20000,86,Supermarket,0,Partial High School,Normal,Manual,Y
Spokane,S,F,0,80000,25,Supermarket,1,Bachelors Degree,Bronze,Professional,Y
Bremerton,M,F,0,20000,46,Supermarket,0,Partial High School,Normal,Manual,Y
Issaquah,M,F,0,60000,72,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,S,F,0,80000,85,No Store,0,High School Degree,Bronze,Professional,Y
Ballard,M,F,1,80000,45,No Store,0,Graduate Degree,Bronze,Professional,Y
Seattle,M,M,1,20000,64,Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Spokane,M,M,2,80000,36,Supermarket,1,Partial High School,Bronze,Management,Y
Bremerton,M,F,1,20000,76,Supermarket,0,Partial High School,Normal,Manual,Y
Ballard,S,F,0,100000,51,No Store,0,Bachelors Degree,Bronze,Professional,Y
Tacoma,M,M,2,80000,62,Deluxe Supermarket,0,High School Degree,Bronze,Professional,Y
Renton,S,M,0,80000,59,No Store,0,Bachelors Degree,Bronze,Professional,Y
Kirkland,S,F,0,120000,63,No Store,0,Graduate Degree,Silver,Management,Y
Redmond,S,M,0,20000,84,No Store,0,Partial High School,Normal,Skilled Manual,N
Port Orchard,S,M,0,40000,67,No Store,0,Partial College,Bronze,Skilled Manual,N
Marysville,S,M,0,20000,75,No Store,0,Partial High School,Normal,Manual,Y
Edmonds,S,F,0,60000,50,No Store,0,Bachelors Degree,Bronze,Professional,Y
Olympia,S,M,0,20000,27,No Store,0,Partial High School,Normal,Manual,Y
Issaquah,M,F,1,60000,86,No Store,0,Bachelors Degree,Bronze,Professional,Y
Everett,S,F,0,40000,54,No Store,0,Partial High School,Bronze,Skilled Manual,N
Everett,M,F,0,20000,22,No Store,0,Partial High School,Normal,Manual,Y
Walla Walla,M,M,5,20000,62,Small Grocery,0,Partial High School,Normal,Skilled Manual,Y
Bremerton,S,M,0,40000,45,Supermarket,0,High School Degree,Bronze,Skilled Manual,N
Tacoma,S,M,0,40000,68,Deluxe Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Walla Walla,S,M,0,20000,52,Small Grocery,0,Partial High School,Normal,Manual,N
Sedro Woolley,S,F,0,40000,86,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Everett,S,M,0,20000,37,No Store,0,Bachelors Degree,Normal,Professional,N
Redmond,M,F,2,40000,79,No Store,0,Partial High School,Silver,Manual,Y
Anacortes,M,F,0,100000,40,No Store,0,Partial High School,Silver,Professional,Y
Olympia,S,M,0,20000,49,No Store,0,High School Degree,Normal,Skilled Manual,N
Everett,S,F,0,60000,23,No Store,0,Partial High School,Bronze,Manual,Y
Olympia,S,M,0,40000,27,No Store,0,Partial College,Bronze,Manual,N
Bremerton,S,M,0,20000,74,Supermarket,0,Partial High School,Normal,Skilled Manual,N
Walla Walla,M,M,0,20000,83,Small Grocery,0,Partial High School,Normal,Manual,N
Kirkland,M,F,0,60000,48,No Store,0,High School Degree,Bronze,Manual,Y
Kirkland,M,M,3,60000,55,No Store,0,Bachelors Degree,Golden,Professional,Y
Lynnwood,M,F,0,80000,59,No Store,0,Bachelors Degree,Bronze,Professional,N
Bellingham,M,F,2,40000,65,Small Grocery,0,Partial College,Bronze,Clerical,N
Burien,S,M,0,120000,72,No Store,0,Bachelors Degree,Bronze,Professional,Y
Yakima,S,M,0,140000,64,Mid-Size Grocery,0,High School Degree,Bronze,Professional,Y
Everett,M,M,2,40000,36,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Issaquah,M,F,3,20000,19,No Store,0,High School Degree,Normal,Skilled Manual,Y
Sedro Woolley,M,F,2,80000,20,No Store,0,Graduate Degree,Bronze,Management,Y
Port Orchard,S,M,0,40000,61,No Store,0,High School Degree,Bronze,Manual,N
Issaquah,S,M,0,20000,30,No Store,0,Partial High School,Normal,Manual,N
Walla Walla,S,M,0,40000,81,Small Grocery,0,Partial High School,Normal,Manual,N
Tacoma,M,F,5,60000,45,Deluxe Supermarket,1,Bachelors Degree,Silver,Professional,Y
Olympia,S,F,0,40000,34,No Store,0,High School Degree,Golden,Skilled Manual,N
Redmond,M,M,3,20000,22,No Store,0,Partial High School,Silver,Skilled Manual,Y
Port Orchard,M,M,1,100000,82,No Store,0,Bachelors Degree,Bronze,Management,Y
Seattle,S,M,0,80000,65,Supermarket,0,Graduate Degree,Bronze,Professional,N
Puyallup,S,M,0,140000,68,No Store,1,Bachelors Degree,Bronze,Professional,Y
Bremerton,M,M,1,60000,60,Supermarket,1,Partial College,Bronze,Professional,Y
Renton,S,F,0,40000,75,No Store,0,Partial College,Bronze,Professional,N
Yakima,M,F,2,40000,49,Mid-Size Grocery,0,High School Degree,Bronze,Skilled Manual,N
Tacoma,M,F,2,100000,81,Deluxe Supermarket,0,Graduate Degree,Bronze,Professional,N
Edmonds,M,F,2,140000,24,No Store,0,High School Degree,Bronze,Professional,N
Tacoma,S,M,0,80000,62,Deluxe Supermarket,0,Graduate Degree,Bronze,Professional,N
Walla Walla,M,M,0,20000,87,Small Grocery,0,Partial High School,Normal,Manual,Y
Redmond,S,F,0,40000,64,No Store,0,High School Degree,Golden,Skilled Manual,Y
Everett,M,F,4,80000,81,No Store,0,Bachelors Degree,Golden,Professional,Y
Redmond,S,M,0,60000,66,No Store,0,Bachelors Degree,Bronze,Professional,Y
Burien,S,F,0,40000,23,No Store,0,Bachelors Degree,Bronze,Professional,N
Olympia,S,M,0,20000,82,No Store,1,Partial High School,Bronze,Manual,N
Everett,S,F,0,80000,83,No Store,0,Graduate Degree,Bronze,Professional,N
Olympia,M,M,0,40000,83,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Kirkland,M,F,0,40000,59,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Burien,S,M,0,40000,60,No Store,0,High School Degree,Bronze,Manual,N
Anacortes,M,M,1,40000,26,No Store,0,High School Degree,Bronze,Manual,N
Issaquah,S,M,0,20000,60,No Store,0,Partial High School,Normal,Skilled Manual,N
Bremerton,S,F,0,40000,58,Supermarket,0,High School Degree,Golden,Skilled Manual,Y
Edmonds,S,F,0,40000,72,No Store,0,High School Degree,Bronze,Skilled Manual,N
Yakima,S,M,0,40000,55,Mid-Size Grocery,0,High School Degree,Bronze,Manual,Y
Issaquah,M,M,4,20000,40,No Store,0,Partial High School,Normal,Manual,Y
Bremerton,M,F,2,60000,48,Supermarket,0,Bachelors Degree,Bronze,Management,Y
Spokane,S,F,0,140000,46,Supermarket,1,High School Degree,Bronze,Management,N
Spokane,S,F,0,40000,21,Supermarket,1,Graduate Degree,Bronze,Professional,Y
Renton,S,F,0,60000,83,No Store,0,Bachelors Degree,Bronze,Management,N
Kirkland,M,M,0,40000,56,No Store,0,High School Degree,Bronze,Skilled Manual,N
Bremerton,M,M,0,40000,85,Supermarket,0,High School Degree,Bronze,Manual,Y
Renton,S,F,0,120000,72,No Store,0,Graduate Degree,Normal,Management,Y
Olympia,M,F,4,80000,38,No Store,1,Graduate Degree,Golden,Management,Y
Bellingham,S,F,0,40000,82,Small Grocery,0,High School Degree,Bronze,Skilled Manual,N
Burien,S,F,0,80000,38,No Store,0,Bachelors Degree,Bronze,Management,N
Renton,M,F,1,60000,19,No Store,0,Bachelors Degree,Bronze,Professional,Y
Sedro Woolley,M,F,1,80000,59,No Store,0,Graduate Degree,Bronze,Management,Y
Spokane,S,F,0,60000,42,Supermarket,1,Bachelors Degree,Bronze,Professional,N
Seattle,S,M,0,100000,59,Supermarket,0,Graduate Degree,Bronze,Professional,N
Renton,S,F,0,40000,41,No Store,0,Partial College,Bronze,Professional,N
Lynnwood,S,M,0,40000,51,No Store,0,High School Degree,Golden,Skilled Manual,Y
Bellingham,S,F,0,140000,57,Small Grocery,0,High School Degree,Golden,Professional,Y
Tacoma,S,F,0,20000,33,Deluxe Supermarket,1,Partial High School,Normal,Manual,N
Tacoma,M,M,2,40000,40,Deluxe Supermarket,0,High School Degree,Bronze,Manual,N
Olympia,M,M,4,100000,30,No Store,0,High School Degree,Golden,Professional,Y
Seattle,S,M,0,40000,51,Supermarket,0,High School Degree,Golden,Manual,N
Everett,M,M,4,60000,64,No Store,0,Bachelors Degree,Golden,Professional,Y
Burien,S,M,0,40000,83,No Store,0,High School Degree,Silver,Skilled Manual,N
Lynnwood,S,M,0,40000,54,No Store,0,Partial High School,Bronze,Skilled Manual,N
Sedro Woolley,M,F,0,40000,50,No Store,0,Partial College,Silver,Skilled Manual,Y
Everett,M,F,3,40000,32,No Store,0,High School Degree,Golden,Manual,Y
Tacoma,M,F,0,20000,29,Deluxe Supermarket,0,Partial High School,Normal,Manual,N
Marysville,M,F,1,120000,82,No Store,0,Bachelors Degree,Bronze,Management,Y
Bellingham,M,F,1,120000,69,Small Grocery,0,Bachelors Degree,Bronze,Management,Y
Yakima,S,F,0,20000,84,Mid-Size Grocery,0,Partial High School,Normal,Manual,N
Bremerton,S,F,0,40000,54,Supermarket,0,Partial College,Bronze,Skilled Manual,Y
Burien,S,F,0,40000,85,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Everett,M,F,0,120000,29,No Store,0,Partial College,Bronze,Professional,Y
Spokane,M,F,4,20000,49,Supermarket,1,Partial High School,Normal,Skilled Manual,Y
Issaquah,M,F,0,40000,75,No Store,0,High School Degree,Silver,Manual,N
Olympia,M,F,0,80000,86,No Store,0,Bachelors Degree,Bronze,Professional,N
Ballard,S,F,0,60000,48,No Store,0,Bachelors Degree,Bronze,Professional,N
Seattle,M,M,1,40000,46,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Yakima,S,F,0,40000,40,Mid-Size Grocery,0,Partial College,Bronze,Management,Y
Lynnwood,M,F,0,80000,66,No Store,0,Bachelors Degree,Bronze,Professional,N
Redmond,M,F,2,40000,79,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Tacoma,M,F,4,40000,76,Deluxe Supermarket,0,Partial College,Golden,Clerical,Y
Spokane,M,M,1,20000,87,Supermarket,1,Partial High School,Normal,Manual,Y
Port Orchard,S,F,0,60000,35,No Store,0,Bachelors Degree,Bronze,Professional,N
Puyallup,M,M,0,100000,54,No Store,1,Partial High School,Bronze,Management,Y
Walla Walla,S,M,0,60000,24,Small Grocery,0,Bachelors Degree,Bronze,Professional,Y
Everett,M,M,0,20000,58,No Store,0,Partial High School,Normal,Manual,Y
Edmonds,M,F,0,120000,67,No Store,0,Bachelors Degree,Bronze,Professional,Y
Redmond,S,F,0,40000,55,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Bellingham,M,M,2,80000,48,Small Grocery,0,Bachelors Degree,Bronze,Management,N
Olympia,S,F,0,120000,34,No Store,0,Partial High School,Silver,Professional,Y
Kirkland,S,F,0,20000,85,No Store,0,Partial High School,Normal,Manual,Y
Anacortes,M,M,1,60000,41,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,S,F,0,60000,85,No Store,0,Bachelors Degree,Bronze,Professional,Y
Issaquah,S,F,0,40000,71,No Store,0,High School Degree,Bronze,Skilled Manual,N
Bellingham,M,F,3,40000,80,Small Grocery,0,Partial High School,Silver,Manual,Y
Marysville,M,F,0,20000,27,No Store,0,Partial High School,Normal,Manual,Y
Renton,M,M,1,120000,43,No Store,0,Graduate Degree,Bronze,Professional,Y
Redmond,S,M,0,20000,41,No Store,0,Partial High School,Normal,Manual,Y
Sedro Woolley,M,M,1,20000,44,No Store,0,Partial High School,Normal,Manual,Y
Walla Walla,S,M,0,20000,25,Small Grocery,0,Partial High School,Normal,Manual,N
Bremerton,M,M,4,40000,30,Supermarket,1,High School Degree,Golden,Skilled Manual,Y
Puyallup,M,F,3,80000,67,No Store,0,Bachelors Degree,Golden,Management,Y
Seattle,S,M,0,40000,76,Supermarket,0,High School Degree,Bronze,Manual,N
Burien,S,M,0,40000,23,No Store,0,High School Degree,Bronze,Manual,N
Bellingham,S,F,0,40000,25,Small Grocery,0,High School Degree,Bronze,Skilled Manual,N
Seattle,S,M,0,40000,66,Supermarket,0,Partial College,Silver,Professional,N
Olympia,M,M,0,40000,23,No Store,0,Bachelors Degree,Bronze,Management,Y
Tacoma,S,M,0,120000,61,Deluxe Supermarket,0,High School Degree,Normal,Management,Y
Yakima,S,F,0,40000,29,Mid-Size Grocery,0,High School Degree,Bronze,Skilled Manual,N
Marysville,M,F,1,140000,32,No Store,0,Partial High School,Bronze,Professional,Y
Tacoma,M,F,0,80000,48,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,N
Port Orchard,S,M,0,80000,29,No Store,0,Bachelors Degree,Bronze,Management,N
Tacoma,S,F,0,80000,54,Deluxe Supermarket,0,High School Degree,Bronze,Management,Y
Ballard,S,F,0,20000,32,No Store,0,Partial High School,Normal,Manual,N
Burien,S,F,0,60000,84,No Store,0,Partial College,Bronze,Clerical,Y
Walla Walla,S,F,0,60000,85,Small Grocery,0,High School Degree,Golden,Skilled Manual,Y
Puyallup,S,F,0,20000,82,No Store,1,Partial High School,Normal,Skilled Manual,N
Anacortes,M,F,0,40000,56,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Walla Walla,S,F,0,40000,80,Small Grocery,0,Partial College,Bronze,Clerical,N
Marysville,M,M,2,60000,80,No Store,0,Bachelors Degree,Normal,Professional,Y
Kirkland,S,F,0,100000,34,No Store,0,Graduate Degree,Bronze,Professional,N
Lynnwood,S,F,0,40000,32,No Store,0,Partial College,Bronze,Management,Y
Kirkland,S,F,0,20000,19,No Store,0,Partial High School,Normal,Manual,Y
Tacoma,S,M,0,40000,70,Deluxe Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Lynnwood,S,F,0,40000,55,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Ballard,M,F,2,20000,22,No Store,0,Partial High School,Normal,Manual,Y
Burien,M,F,1,20000,40,No Store,0,Bachelors Degree,Normal,Professional,Y
Kirkland,M,F,1,40000,74,No Store,0,High School Degree,Silver,Manual,N
Puyallup,S,M,0,80000,82,No Store,0,Bachelors Degree,Bronze,Professional,N
Walla Walla,M,M,5,100000,29,Small Grocery,0,Graduate Degree,Golden,Professional,N
Puyallup,M,M,1,100000,56,No Store,0,Bachelors Degree,Bronze,Professional,Y
Puyallup,M,F,1,60000,61,No Store,0,Bachelors Degree,Bronze,Professional,Y
Walla Walla,S,M,0,40000,27,Small Grocery,0,High School Degree,Bronze,Manual,Y
Tacoma,M,F,2,40000,34,Deluxe Supermarket,0,High School Degree,Bronze,Manual,Y
Seattle,S,M,0,40000,50,Supermarket,0,High School Degree,Bronze,Manual,N
Ballard,M,M,0,40000,54,No Store,0,Partial High School,Bronze,Manual,N
Spokane,M,M,3,120000,29,Supermarket,1,Bachelors Degree,Golden,Professional,Y
Burien,M,M,3,40000,49,No Store,0,High School Degree,Golden,Manual,Y
Edmonds,M,F,0,80000,80,No Store,0,Bachelors Degree,Bronze,Professional,Y
Issaquah,M,F,2,20000,55,No Store,0,Partial High School,Golden,Skilled Manual,Y
Everett,M,M,0,40000,43,No Store,0,High School Degree,Bronze,Skilled Manual,N
Olympia,S,F,0,100000,84,No Store,0,Partial High School,Bronze,Management,Y
Edmonds,S,M,0,40000,57,No Store,0,High School Degree,Bronze,Skilled Manual,N
Walla Walla,M,F,2,60000,76,Small Grocery,0,High School Degree,Bronze,Manual,N
Walla Walla,S,M,0,140000,35,Small Grocery,0,High School Degree,Bronze,Professional,Y
Olympia,M,F,2,60000,51,No Store,0,Bachelors Degree,Bronze,Professional,Y
Everett,M,F,2,40000,78,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Redmond,S,F,0,40000,32,No Store,0,High School Degree,Bronze,Skilled Manual,N
Anacortes,M,M,1,150000,26,No Store,0,Bachelors Degree,Golden,Professional,Y
Marysville,M,M,2,60000,23,No Store,0,Bachelors Degree,Bronze,Management,Y
Olympia,S,M,0,140000,69,No Store,0,High School Degree,Bronze,Professional,Y
Edmonds,M,F,3,80000,36,No Store,0,Bachelors Degree,Golden,Professional,N
Issaquah,S,M,0,140000,35,No Store,0,High School Degree,Bronze,Professional,Y
Bellingham,M,M,0,80000,25,Small Grocery,0,Graduate Degree,Bronze,Professional,N
Walla Walla,S,M,0,40000,79,Small Grocery,0,High School Degree,Bronze,Manual,Y
Port Orchard,S,M,0,20000,70,No Store,0,Partial High School,Normal,Skilled Manual,Y
Spokane,M,M,2,80000,69,Supermarket,1,Bachelors Degree,Golden,Professional,Y
Lynnwood,S,F,0,40000,55,No Store,0,High School Degree,Bronze,Manual,N
Bremerton,M,M,3,20000,30,Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Kirkland,M,M,2,150000,35,No Store,0,High School Degree,Golden,Professional,Y
Ballard,M,M,4,40000,30,No Store,0,Partial High School,Silver,Manual,Y
Burien,M,M,2,40000,68,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Everett,M,M,1,60000,38,No Store,0,Bachelors Degree,Normal,Professional,N
Puyallup,S,M,0,100000,72,No Store,0,Graduate Degree,Bronze,Professional,Y
Lynnwood,S,M,0,80000,42,No Store,0,Bachelors Degree,Bronze,Professional,N
Kirkland,M,F,1,20000,50,No Store,0,Partial High School,Normal,Manual,Y
Puyallup,M,F,5,20000,37,No Store,0,Partial High School,Normal,Manual,N
Redmond,M,M,5,40000,53,No Store,0,High School Degree,Golden,Manual,N
Burien,S,F,0,20000,25,No Store,0,Bachelors Degree,Silver,Professional,Y
Edmonds,S,M,0,40000,22,No Store,0,High School Degree,Golden,Manual,N
Yakima,S,M,0,40000,74,Mid-Size Grocery,0,Partial High School,Bronze,Manual,N
Renton,M,M,1,20000,47,No Store,0,Partial High School,Normal,Manual,Y
Bellingham,S,M,0,40000,43,Small Grocery,0,High School Degree,Bronze,Manual,N
Edmonds,M,F,0,60000,51,No Store,0,Bachelors Degree,Bronze,Professional,N
Spokane,M,F,3,20000,23,Supermarket,1,Partial High School,Normal,Skilled Manual,Y
Sedro Woolley,S,F,0,80000,73,No Store,0,Bachelors Degree,Bronze,Professional,N
Ballard,S,M,0,60000,59,No Store,0,Partial High School,Bronze,Skilled Manual,N
Olympia,S,F,0,40000,83,No Store,0,High School Degree,Bronze,Manual,N
Lynnwood,S,M,0,20000,45,No Store,0,Partial High School,Normal,Manual,Y
Everett,S,M,0,60000,33,No Store,0,Bachelors Degree,Bronze,Professional,N
Burien,M,M,1,40000,42,No Store,0,Partial College,Bronze,Manual,N
Ballard,M,M,1,60000,79,No Store,0,Bachelors Degree,Bronze,Professional,Y
Sedro Woolley,S,F,0,20000,79,No Store,0,Bachelors Degree,Normal,Professional,N
Spokane,S,F,0,40000,24,Supermarket,1,Partial College,Normal,Manual,N
Olympia,M,F,3,150000,44,No Store,1,Partial College,Golden,Professional,Y
Marysville,S,F,0,80000,22,No Store,0,Bachelors Degree,Bronze,Professional,N
Renton,M,M,1,80000,86,No Store,0,Bachelors Degree,Bronze,Professional,Y
Anacortes,M,M,3,20000,74,No Store,0,Partial High School,Normal,Skilled Manual,N
Port Orchard,M,M,1,40000,66,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Kirkland,S,F,0,40000,71,No Store,0,Bachelors Degree,Bronze,Management,N
Ballard,M,M,1,20000,60,No Store,0,Partial High School,Normal,Skilled Manual,Y
Kirkland,S,F,0,80000,58,No Store,0,Bachelors Degree,Bronze,Professional,N
Spokane,M,F,1,40000,67,Supermarket,1,High School Degree,Bronze,Skilled Manual,N
Yakima,M,F,0,100000,77,Mid-Size Grocery,0,High School Degree,Bronze,Management,Y
Port Orchard,M,F,1,20000,27,No Store,0,Partial High School,Normal,Skilled Manual,Y
Puyallup,S,M,0,120000,32,No Store,0,Bachelors Degree,Bronze,Management,Y
Olympia,M,F,1,120000,59,No Store,0,High School Degree,Bronze,Professional,Y
Spokane,S,F,0,100000,64,Supermarket,1,Bachelors Degree,Bronze,Professional,Y
Seattle,M,F,3,100000,31,Supermarket,0,Graduate Degree,Golden,Management,Y
Redmond,S,M,0,140000,21,No Store,0,Graduate Degree,Bronze,Professional,Y
Edmonds,M,M,5,140000,52,No Store,0,High School Degree,Golden,Management,Y
Puyallup,M,F,3,20000,24,No Store,0,Partial High School,Bronze,Manual,Y
Lynnwood,M,F,1,60000,62,No Store,0,High School Degree,Bronze,Manual,Y
Issaquah,S,F,0,120000,83,No Store,0,High School Degree,Normal,Management,Y
Ballard,M,M,1,100000,75,No Store,0,High School Degree,Bronze,Management,Y
Marysville,S,M,0,20000,27,No Store,0,Partial High School,Normal,Skilled Manual,N
Marysville,M,M,3,20000,63,No Store,0,Partial High School,Normal,Manual,Y
Walla Walla,M,F,2,40000,78,Small Grocery,0,Partial College,Bronze,Professional,Y
Puyallup,M,M,1,40000,63,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Anacortes,S,F,0,40000,57,No Store,0,High School Degree,Bronze,Manual,Y
Everett,M,M,5,20000,61,No Store,0,Partial High School,Golden,Manual,Y
Port Orchard,S,M,0,20000,59,No Store,0,Partial High School,Normal,Skilled Manual,Y
Redmond,S,M,0,40000,68,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Yakima,S,M,0,40000,87,Mid-Size Grocery,1,High School Degree,Bronze,Manual,N
Kirkland,M,F,5,150000,52,No Store,0,Bachelors Degree,Golden,Management,Y
Yakima,S,M,0,60000,56,Mid-Size Grocery,0,Bachelors Degree,Bronze,Management,N
Bellingham,S,M,0,20000,20,Small Grocery,0,Partial High School,Normal,Skilled Manual,N
Issaquah,S,M,0,80000,33,No Store,0,Partial High School,Bronze,Professional,N
Burien,S,F,0,40000,70,No Store,0,Bachelors Degree,Bronze,Management,N
Redmond,M,F,1,20000,37,No Store,0,Partial High School,Normal,Manual,Y
Redmond,M,F,2,60000,50,No Store,0,Bachelors Degree,Bronze,Professional,Y
Bremerton,M,M,1,150000,62,Supermarket,0,High School Degree,Golden,Professional,Y
Everett,M,F,0,80000,55,No Store,0,Bachelors Degree,Bronze,Management,Y
Walla Walla,S,F,0,40000,62,Small Grocery,0,High School Degree,Bronze,Manual,Y
Spokane,M,F,3,40000,31,Supermarket,1,High School Degree,Golden,Skilled Manual,Y
Burien,M,M,0,20000,29,No Store,0,Partial High School,Normal,Skilled Manual,Y
Olympia,M,M,4,60000,53,No Store,0,Bachelors Degree,Golden,Management,Y
Redmond,S,M,0,20000,48,No Store,0,Partial High School,Normal,Manual,N
Renton,S,F,0,40000,83,No Store,0,High School Degree,Silver,Manual,N
Puyallup,M,F,0,40000,23,No Store,0,High School Degree,Bronze,Manual,Y
Yakima,S,M,0,60000,27,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,N
Tacoma,M,F,2,80000,85,Deluxe Supermarket,0,High School Degree,Bronze,Professional,Y
Tacoma,S,F,0,40000,28,Deluxe Supermarket,0,High School Degree,Bronze,Manual,N
Marysville,M,M,3,40000,37,No Store,0,High School Degree,Golden,Manual,Y
Walla Walla,S,M,0,40000,51,Small Grocery,0,Partial High School,Bronze,Skilled Manual,N
Renton,S,F,0,60000,25,No Store,0,Graduate Degree,Bronze,Management,Y
Redmond,S,M,0,20000,46,No Store,0,Partial High School,Normal,Manual,Y
Anacortes,M,F,1,20000,72,No Store,0,Partial High School,Normal,Skilled Manual,Y
